dataset,n,error,trie+suffixes bytes,trie bytes,nodes,ns/lookup
syntheticL12_P6_D0.5_A4.txt,8392704,6200,8251,2922,1017,652
syntheticL12_P6_D0.5_A4.txt,8392704,6300,8117,2892,1007,537
syntheticL12_P6_D0.5_A4.txt,8392704,6400,8018,2865,996,592
syntheticL12_P6_D0.5_A4.txt,8392704,6500,7936,2839,986,478
syntheticL12_P6_D0.5_A4.txt,8392704,6600,7846,2813,976,471
syntheticL12_P6_D0.5_A4.txt,8392704,6700,7741,2788,967,571
syntheticL12_P6_D0.5_A4.txt,8392704,6800,7608,2751,958,604
syntheticL12_P6_D0.5_A4.txt,8392704,6900,7503,2726,949,492
syntheticL12_P6_D0.5_A4.txt,8392704,7000,7414,2701,940,650
syntheticL12_P6_D0.5_A4.txt,8392704,7100,7354,2681,932,498
syntheticL12_P6_D0.5_A4.txt,8392704,7200,7265,2656,923,536
syntheticL12_P6_D0.5_A4.txt,8392704,7300,7157,2636,915,471
syntheticL12_P6_D0.5_A4.txt,8392704,7400,7106,2617,908,465
syntheticL12_P6_D0.5_A4.txt,8392704,7500,6982,2581,900,484
syntheticL12_P6_D0.5_A4.txt,8392704,7600,6923,2562,893,558
syntheticL12_P6_D0.5_A4.txt,8392704,7700,6839,2542,885,543
syntheticL12_P6_D0.5_A4.txt,8392704,7800,6724,2523,878,558
syntheticL12_P6_D0.5_A4.txt,8392704,7900,6710,2509,872,480
syntheticL12_P6_D0.5_A4.txt,8392704,8000,6659,2490,865,460
syntheticL12_P6_D0.5_A4.txt,8392704,8100,6601,2472,859,594
syntheticL12_P6_D0.5_A4.txt,8392704,8200,6338,2393,852,541
syntheticL12_P6_D0.5_A4.txt,8392704,8300,6400,2369,840,593
syntheticL12_P6_D0.5_A4.txt,8392704,8400,6298,2333,828,546
syntheticL12_P6_D0.5_A4.txt,8392704,8500,6236,2313,816,620
syntheticL12_P6_D0.5_A4.txt,8392704,8600,6178,2289,804,625
syntheticL12_P6_D0.5_A4.txt,8392704,8700,6101,2271,794,441
syntheticL12_P6_D0.5_A4.txt,8392704,8800,6011,2247,782,585
syntheticL12_P6_D0.5_A4.txt,8392704,8900,5986,2217,772,514
syntheticL12_P6_D0.5_A4.txt,8392704,9000,5933,2199,762,497
syntheticL12_P6_D0.5_A4.txt,8392704,9100,5848,2181,752,453
syntheticL12_P6_D0.5_A4.txt,8392704,9200,5843,2163,742,480
syntheticL12_P6_D0.5_A4.txt,8392704,9300,5814,2145,732,574
syntheticL12_P6_D0.5_A4.txt,8392704,9400,5745,2127,722,564
syntheticL12_P6_D0.5_A4.txt,8392704,9500,5652,2109,712,394
syntheticL12_P6_D0.5_A4.txt,8392704,9600,5570,2081,704,470
syntheticL12_P6_D0.5_A4.txt,8392704,9700,5575,2063,694,391
syntheticL12_P6_D0.5_A4.txt,8392704,9800,5499,2047,686,491
syntheticL12_P6_D0.5_A4.txt,8392704,9900,5462,2029,676,530
syntheticL12_P6_D0.5_A4.txt,8392704,10000,5442,2013,668,427
syntheticL8_P4_D0.01_A14.txt,14796306,0,45021131,45020542,20677199,711
syntheticL8_P4_D0.01_A14.txt,14796306,2,10223564,10222975,4407448,554
syntheticL8_P4_D0.01_A14.txt,14796306,4,5878269,5875616,2428053,569
syntheticL8_P4_D0.01_A14.txt,14796306,6,4449714,4440805,1779094,574
syntheticL8_P4_D0.01_A14.txt,14796306,8,3343126,3332201,1333434,512
syntheticL8_P4_D0.01_A14.txt,14796306,10,2572725,2561748,986285,488
syntheticL8_P4_D0.01_A14.txt,14796306,20,1189719,1178742,411587,337
syntheticL8_P4_D0.01_A14.txt,14796306,30,808568,797591,287976,395
syntheticL8_P4_D0.01_A14.txt,14796306,40,623132,612155,226324,387
syntheticL8_P4_D0.01_A14.txt,14796306,50,511874,500897,189334,428
syntheticL8_P4_D0.01_A14.txt,14796306,60,437689,426712,164673,385
syntheticL8_P4_D0.01_A14.txt,14796306,70,384706,373729,147058,381
syntheticL8_P4_D0.01_A14.txt,14796306,80,344979,334002,133847,406
syntheticL8_P4_D0.01_A14.txt,14796306,90,314010,302851,123396,384
syntheticL8_P4_D0.01_A14.txt,14796306,100,289627,273929,111994,362
syntheticL8_P4_D0.01_A14.txt,14796306,110,282780,253898,99047,389
syntheticL8_P4_D0.01_A14.txt,14796306,120,279984,236657,87842,347
syntheticL8_P4_D0.01_A14.txt,14796306,130,272077,214939,78356,394
syntheticL8_P4_D0.01_A14.txt,14796306,140,273042,202921,70226,334
syntheticL8_P4_D0.01_A14.txt,14796306,150,268343,186357,63182,357
syntheticL8_P4_D0.01_A14.txt,14796306,160,264814,171863,57016,310
syntheticL8_P4_D0.01_A14.txt,14796306,170,262763,159077,51582,361
syntheticL8_P4_D0.01_A14.txt,14796306,180,260021,147830,46839,291
syntheticL8_P4_D0.01_A14.txt,14796306,190,256706,138200,42921,366
syntheticL8_P4_D0.01_A14.txt,14796306,200,248556,130595,40208,289
syntheticL8_P4_D0.01_A14.txt,14796306,210,239209,124338,38223,332
syntheticL8_P4_D0.01_A14.txt,14796306,220,231278,118877,36582,284
syntheticL8_P4_D0.01_A14.txt,14796306,230,223202,113931,35120,340
syntheticL8_P4_D0.01_A14.txt,14796306,240,214911,109395,33780,281
syntheticL8_P4_D0.01_A14.txt,14796306,250,208501,105230,32547,354
syntheticL8_P4_D0.01_A14.txt,14796306,260,201793,101372,31409,277
syntheticL8_P4_D0.01_A14.txt,14796306,270,195380,97814,30355,376
syntheticL8_P4_D0.01_A14.txt,14796306,280,190002,94491,29376,277
syntheticL8_P4_D0.01_A14.txt,14796306,290,185022,91416,28465,326
syntheticL8_P4_D0.01_A14.txt,14796306,300,179177,88546,27615,277
syntheticL8_P4_D0.01_A14.txt,14796306,310,174899,85843,26820,372
syntheticL8_P4_D0.01_A14.txt,14796306,320,169705,82629,26074,317
syntheticL8_P4_D0.01_A14.txt,14796306,330,165276,80260,25373,414
syntheticL8_P4_D0.01_A14.txt,14796306,340,160892,78021,24714,315
syntheticL8_P4_D0.01_A14.txt,14796306,350,157438,75927,24092,419
syntheticL8_P4_D0.01_A14.txt,14796306,360,153291,73940,23505,315
syntheticL8_P4_D0.01_A14.txt,14796306,370,150168,72057,22950,443
syntheticL8_P4_D0.01_A14.txt,14796306,380,147244,70278,22423,312
syntheticL8_P4_D0.01_A14.txt,14796306,390,143628,68587,21924,319
syntheticL8_P4_D0.01_A14.txt,14796306,400,140213,66977,21450,312
syntheticL8_P4_D0.01_A14.txt,14796306,410,137486,65450,20999,439
syntheticL8_P4_D0.01_A14.txt,14796306,420,134634,64008,20569,312
syntheticL8_P4_D0.01_A14.txt,14796306,430,131881,62615,20160,445
syntheticL8_P4_D0.01_A14.txt,14796306,440,129312,61291,19768,314
syntheticL8_P4_D0.01_A14.txt,14796306,450,126512,60026,19395,398
syntheticL8_P4_D0.01_A14.txt,14796306,460,124569,58828,19037,309
syntheticL8_P4_D0.01_A14.txt,14796306,470,120161,55690,18695,459
syntheticL8_P4_D0.01_A14.txt,14796306,480,117758,54622,18367,304
syntheticL8_P4_D0.01_A14.txt,14796306,490,115991,53600,18053,406
syntheticL8_P4_D0.01_A14.txt,14796306,500,114197,52626,17751,303
syntheticL8_P4_D0.01_A14.txt,14796306,510,112037,51676,17461,498
syntheticL8_P4_D0.01_A14.txt,14796306,520,110139,50773,17182,303
syntheticL8_P4_D0.01_A14.txt,14796306,530,108321,49900,16913,426
syntheticL8_P4_D0.01_A14.txt,14796306,540,106634,49058,16655,301
syntheticL8_P4_D0.01_A14.txt,14796306,550,104690,48249,16406,422
syntheticL8_P4_D0.01_A14.txt,14796306,560,103392,47456,16165,389
syntheticL8_P4_D0.01_A14.txt,14796306,570,101772,46701,15934,444
syntheticL8_P4_D0.01_A14.txt,14796306,580,100158,45977,15710,330
syntheticL8_P4_D0.01_A14.txt,14796306,590,98861,45265,15494,401
syntheticL8_P4_D0.01_A14.txt,14796306,600,97275,44584,15285,303
syntheticL8_P4_D0.01_A14.txt,14796306,610,95976,43930,15083,430
syntheticL8_P4_D0.01_A14.txt,14796306,620,94775,43294,14887,299
syntheticL8_P4_D0.01_A14.txt,14796306,630,93238,42677,14698,400
syntheticL8_P4_D0.01_A14.txt,14796306,640,91843,42077,14514,299
syntheticL8_P4_D0.01_A14.txt,14796306,650,91042,41491,14336,396
syntheticL8_P4_D0.01_A14.txt,14796306,660,89564,40943,14164,298
syntheticL8_P4_D0.01_A14.txt,14796306,670,88218,40392,13997,407
syntheticL8_P4_D0.01_A14.txt,14796306,680,87334,39853,13834,298
syntheticL8_P4_D0.01_A14.txt,14796306,690,86253,39347,13676,500
syntheticL8_P4_D0.01_A14.txt,14796306,700,85160,38854,13523,300
syntheticL8_P4_D0.01_A14.txt,14796306,710,83732,38361,13374,515
syntheticL8_P4_D0.01_A14.txt,14796306,720,82794,37893,13230,298
syntheticL8_P4_D0.01_A14.txt,14796306,730,81807,37436,13089,373
syntheticL8_P4_D0.01_A14.txt,14796306,740,81221,36995,12952,298
syntheticL8_P4_D0.01_A14.txt,14796306,750,79933,36562,12819,543
syntheticL8_P4_D0.01_A14.txt,14796306,760,79417,36136,12689,401
syntheticL8_P4_D0.01_A14.txt,14796306,770,78066,35725,12562,500
syntheticL8_P4_D0.01_A14.txt,14796306,780,77303,35322,12439,300
syntheticL8_P4_D0.01_A14.txt,14796306,790,76386,34930,12319,421
syntheticL8_P4_D0.01_A14.txt,14796306,800,75756,34545,12202,295
syntheticL8_P4_D0.01_A14.txt,14796306,810,74862,34171,12088,564
syntheticL8_P4_D0.01_A14.txt,14796306,820,74030,33804,11977,295
syntheticL8_P4_D0.01_A14.txt,14796306,830,73249,33463,11868,491
syntheticL8_P4_D0.01_A14.txt,14796306,840,72445,33109,11762,299
syntheticL8_P4_D0.01_A14.txt,14796306,850,71586,32765,11658,523
syntheticL8_P4_D0.01_A14.txt,14796306,860,71150,32444,11557,298
syntheticL8_P4_D0.01_A14.txt,14796306,870,70498,32117,11458,425
syntheticL8_P4_D0.01_A14.txt,14796306,880,69459,31808,11361,400
syntheticL8_P4_D0.01_A14.txt,14796306,890,69036,31490,11267,417
syntheticL8_P4_D0.01_A14.txt,14796306,900,68014,31198,11175,293
syntheticL8_P4_D0.01_A14.txt,14796306,910,67446,30895,11084,360
syntheticL8_P4_D0.01_A14.txt,14796306,920,66766,30615,10996,291
syntheticL8_P4_D0.01_A14.txt,14796306,930,66107,30341,10910,413
syntheticL8_P4_D0.01_A14.txt,14796306,940,65418,30052,10825,297
syntheticL8_P4_D0.01_A14.txt,14796306,950,65306,29785,10742,513
syntheticL8_P4_D0.01_A14.txt,14796306,960,64270,29524,10661,437
syntheticL8_P4_D0.01_A14.txt,14796306,970,63914,29268,10581,463
syntheticL8_P4_D0.01_A14.txt,14796306,980,63408,29007,10504,294
syntheticL8_P4_D0.01_A14.txt,14796306,990,62464,28758,10427,456
syntheticL8_P4_D0.01_A14.txt,14796306,1000,62076,28520,10353,296
syntheticL8_P4_D0.01_A14.txt,14796306,1100,56092,25491,9680,300
syntheticL8_P4_D0.01_A14.txt,14796306,1200,52061,23735,9120,297
syntheticL8_P4_D0.01_A14.txt,14796306,1300,48872,22236,8645,353
syntheticL8_P4_D0.01_A14.txt,14796306,1400,45590,20703,8036,356
syntheticL8_P4_D0.01_A14.txt,14796306,1500,42893,19139,7332,363
syntheticL8_P4_D0.01_A14.txt,14796306,1600,40479,17757,6714,343
syntheticL8_P4_D0.01_A14.txt,14796306,1700,38268,16557,6170,335
syntheticL8_P4_D0.01_A14.txt,14796306,1800,36432,15475,5688,389
syntheticL8_P4_D0.01_A14.txt,14796306,1900,34752,14505,5254,411
syntheticL8_P4_D0.01_A14.txt,14796306,2000,33247,13641,4866,375
syntheticL8_P4_D0.01_A14.txt,14796306,2100,31926,12859,4512,492
syntheticL8_P4_D0.01_A14.txt,14796306,2200,30511,12147,4192,334
syntheticL8_P4_D0.01_A14.txt,14796306,2300,29541,11487,3900,250
syntheticL8_P4_D0.01_A14.txt,14796306,2400,28463,10899,3632,355
syntheticL8_P4_D0.01_A14.txt,14796306,2500,27513,10345,3386,288
syntheticL8_P4_D0.01_A14.txt,14796306,2600,26624,9849,3158,329
syntheticL8_P4_D0.01_A14.txt,14796306,2700,25392,9031,2952,284
syntheticL8_P4_D0.01_A14.txt,14796306,2800,24573,8744,2853,298
syntheticL8_P4_D0.01_A14.txt,14796306,2900,23750,8461,2762,220
syntheticL8_P4_D0.01_A14.txt,14796306,3000,22985,8212,2677,276
syntheticL8_P4_D0.01_A14.txt,14796306,3100,22275,7976,2597,202
syntheticL8_P4_D0.01_A14.txt,14796306,3200,21580,7749,2522,278
syntheticL8_P4_D0.01_A14.txt,14796306,3300,20956,7539,2452,216
syntheticL8_P4_D0.01_A14.txt,14796306,3400,20384,7345,2386,317
syntheticL8_P4_D0.01_A14.txt,14796306,3500,19780,7155,2324,350
syntheticL8_P4_D0.01_A14.txt,14796306,3600,19294,6981,2266,361
syntheticL8_P4_D0.01_A14.txt,14796306,3700,18814,6813,2210,359
syntheticL8_P4_D0.01_A14.txt,14796306,3800,18313,6648,2157,337
syntheticL8_P4_D0.01_A14.txt,14796306,3900,17871,6494,2107,276
syntheticL8_P4_D0.01_A14.txt,14796306,4000,17442,6347,2060,340
syntheticL8_P4_D0.01_A14.txt,14796306,4100,17035,6222,2015,342
syntheticL8_P4_D0.01_A14.txt,14796306,4200,16654,6087,1972,414
syntheticL8_P4_D0.01_A14.txt,14796306,4300,16261,5958,1931,221
syntheticL8_P4_D0.01_A14.txt,14796306,4400,15926,5851,1892,214
syntheticL8_P4_D0.01_A14.txt,14796306,4500,15575,5734,1855,278
syntheticL8_P4_D0.01_A14.txt,14796306,4600,15277,5634,1819,335
syntheticL8_P4_D0.01_A14.txt,14796306,4700,14961,5528,1785,222
syntheticL8_P4_D0.01_A14.txt,14796306,4800,14664,5435,1752,212
syntheticL8_P4_D0.01_A14.txt,14796306,4900,14386,5331,1720,418
syntheticL8_P4_D0.01_A14.txt,14796306,5000,14124,5249,1690,380
syntheticL8_P4_D0.01_A14.txt,14796306,5100,13841,5152,1661,380
syntheticL8_P4_D0.01_A14.txt,14796306,5200,13609,5076,1633,355
syntheticL8_P4_D0.01_A14.txt,14796306,5300,13350,4985,1606,222
syntheticL8_P4_D0.01_A14.txt,14796306,5400,13131,4916,1581,215
syntheticL8_P4_D0.01_A14.txt,14796306,5500,12744,4679,1556,227
syntheticL8_P4_D0.01_A14.txt,14796306,5600,12532,4599,1532,210
syntheticL8_P4_D0.01_A14.txt,14796306,5700,12318,4535,1508,323
syntheticL8_P4_D0.01_A14.txt,14796306,5800,12112,4461,1486,352
syntheticL8_P4_D0.01_A14.txt,14796306,5900,11910,4403,1464,365
syntheticL8_P4_D0.01_A14.txt,14796306,6000,11750,4351,1444,348
syntheticL8_P4_D0.01_A14.txt,14796306,6100,11567,4294,1423,237
syntheticL8_P4_D0.01_A14.txt,14796306,6200,11396,4231,1404,309
syntheticL8_P4_D0.01_A14.txt,14796306,6300,11219,4180,1385,295
syntheticL8_P4_D0.01_A14.txt,14796306,6400,11042,4129,1366,324
syntheticL8_P4_D0.01_A14.txt,14796306,6500,10885,4068,1349,306
syntheticL8_P4_D0.01_A14.txt,14796306,6600,10749,4022,1331,305
syntheticL8_P4_D0.01_A14.txt,14796306,6700,10603,3978,1315,312
syntheticL8_P4_D0.01_A14.txt,14796306,6800,10466,3937,1298,315
syntheticL8_P4_D0.01_A14.txt,14796306,6900,10311,3878,1283,311
syntheticL8_P4_D0.01_A14.txt,14796306,7000,10139,3838,1267,311
syntheticL8_P4_D0.01_A14.txt,14796306,7100,10052,3799,1252,222
syntheticL8_P4_D0.01_A14.txt,14796306,7200,9918,3761,1238,208
syntheticL8_P4_D0.01_A14.txt,14796306,7300,9780,3707,1224,313
syntheticL8_P4_D0.01_A14.txt,14796306,7400,9674,3673,1210,375
syntheticL8_P4_D0.01_A14.txt,14796306,7500,9553,3636,1197,312
syntheticL8_P4_D0.01_A14.txt,14796306,7600,9448,3603,1184,311
syntheticL8_P4_D0.01_A14.txt,14796306,7700,9337,3570,1171,309
syntheticL8_P4_D0.01_A14.txt,14796306,7800,9217,3522,1159,305
syntheticL8_P4_D0.01_A14.txt,14796306,7900,9101,3490,1147,228
syntheticL8_P4_D0.01_A14.txt,14796306,8000,9003,3458,1135,306
syntheticL8_P4_D0.01_A14.txt,14796306,8100,8898,3431,1124,311
syntheticL8_P4_D0.01_A14.txt,14796306,8200,8819,3400,1113,306
syntheticL8_P4_D0.01_A14.txt,14796306,8300,8710,3357,1102,351
syntheticL8_P4_D0.01_A14.txt,14796306,8400,8613,3326,1091,345
syntheticL8_P4_D0.01_A14.txt,14796306,8500,8527,3300,1081,379
syntheticL8_P4_D0.01_A14.txt,14796306,8600,8441,3274,1071,371
syntheticL8_P4_D0.01_A14.txt,14796306,8700,8355,3248,1061,442
syntheticL8_P4_D0.01_A14.txt,14796306,8800,8263,3222,1051,434
syntheticL8_P4_D0.01_A14.txt,14796306,8900,8182,3201,1042,259
syntheticL8_P4_D0.01_A14.txt,14796306,9000,8089,3156,1033,235
syntheticL8_P4_D0.01_A14.txt,14796306,9100,8009,3130,1023,322
syntheticL8_P4_D0.01_A14.txt,14796306,9200,7929,3110,1015,371
syntheticL8_P4_D0.01_A14.txt,14796306,9300,7862,3085,1006,352
syntheticL8_P4_D0.01_A14.txt,14796306,9400,7788,3065,998,373
syntheticL8_P4_D0.01_A14.txt,14796306,9500,7715,3040,989,383
syntheticL8_P4_D0.01_A14.txt,14796306,9600,7641,3020,981,349
syntheticL8_P4_D0.01_A14.txt,14796306,9700,7559,2980,973,406
syntheticL8_P4_D0.01_A14.txt,14796306,9800,7485,2960,965,378
syntheticL8_P4_D0.01_A14.txt,14796306,9900,7424,2941,958,390
syntheticL8_P4_D0.01_A14.txt,14796306,10000,7362,2921,950,261
syntheticL14_P7_D0.01_A4.txt,2700738,0,9657321,9655899,4611958,1047
syntheticL14_P7_D0.01_A4.txt,2700738,2,2452121,2445976,1049131,860
syntheticL14_P7_D0.01_A4.txt,2700738,4,1210275,1204130,511125,837
syntheticL14_P7_D0.01_A4.txt,2700738,6,789856,783693,325868,779
syntheticL14_P7_D0.01_A4.txt,2700738,8,611479,604376,256643,802
syntheticL14_P7_D0.01_A4.txt,2700738,10,528227,514990,216109,745
syntheticL14_P7_D0.01_A4.txt,2700738,20,276589,247916,94487,640
syntheticL14_P7_D0.01_A4.txt,2700738,30,199319,170646,66865,615
syntheticL14_P7_D0.01_A4.txt,2700738,40,163807,134609,55012,602
syntheticL14_P7_D0.01_A4.txt,2700738,50,145346,109991,43086,622
syntheticL14_P7_D0.01_A4.txt,2700738,60,140999,89395,34090,551
syntheticL14_P7_D0.01_A4.txt,2700738,70,145463,77108,27671,550
syntheticL14_P7_D0.01_A4.txt,2700738,80,144463,65886,23133,633
syntheticL14_P7_D0.01_A4.txt,2700738,90,136719,58580,20531,543
syntheticL14_P7_D0.01_A4.txt,2700738,100,126941,53428,18967,541
syntheticL14_P7_D0.01_A4.txt,2700738,110,118595,49274,17737,650
syntheticL14_P7_D0.01_A4.txt,2700738,120,109320,44407,16714,534
syntheticL14_P7_D0.01_A4.txt,2700738,130,103250,41577,15848,737
syntheticL14_P7_D0.01_A4.txt,2700738,140,97276,39155,15106,532
syntheticL14_P7_D0.01_A4.txt,2700738,150,92525,37059,14462,656
syntheticL14_P7_D0.01_A4.txt,2700738,160,87934,35181,13860,531
syntheticL14_P7_D0.01_A4.txt,2700738,170,83688,33230,13117,875
syntheticL14_P7_D0.01_A4.txt,2700738,180,80289,31263,12274,511
syntheticL14_P7_D0.01_A4.txt,2700738,190,76583,29465,11484,727
syntheticL14_P7_D0.01_A4.txt,2700738,200,73729,27837,10772,504
syntheticL14_P7_D0.01_A4.txt,2700738,210,70707,26363,10130,820
syntheticL14_P7_D0.01_A4.txt,2700738,220,68317,25031,9546,489
syntheticL14_P7_D0.01_A4.txt,2700738,230,65854,23801,9012,611
syntheticL14_P7_D0.01_A4.txt,2700738,240,63956,22687,8522,478
syntheticL14_P7_D0.01_A4.txt,2700738,250,62042,21657,8072,706
syntheticL14_P7_D0.01_A4.txt,2700738,260,60358,20697,7656,472
syntheticL14_P7_D0.01_A4.txt,2700738,270,58840,19821,7272,628
syntheticL14_P7_D0.01_A4.txt,2700738,280,57168,18991,6914,461
syntheticL14_P7_D0.01_A4.txt,2700738,290,55854,18235,6582,698
syntheticL14_P7_D0.01_A4.txt,2700738,300,54646,17525,6272,456
syntheticL14_P7_D0.01_A4.txt,2700738,310,53649,16870,5985,713
syntheticL14_P7_D0.01_A4.txt,2700738,320,52361,16276,5735,450
syntheticL14_P7_D0.01_A4.txt,2700738,330,51130,15721,5508,766
syntheticL14_P7_D0.01_A4.txt,2700738,340,49788,15288,5351,440
syntheticL14_P7_D0.01_A4.txt,2700738,350,48723,14902,5225,684
syntheticL14_P7_D0.01_A4.txt,2700738,360,47387,14545,5116,472
syntheticL14_P7_D0.01_A4.txt,2700738,370,45732,13763,5014,713
syntheticL14_P7_D0.01_A4.txt,2700738,380,44659,13455,4918,443
syntheticL14_P7_D0.01_A4.txt,2700738,390,43430,13180,4827,629
syntheticL14_P7_D0.01_A4.txt,2700738,400,42481,12897,4740,444
syntheticL14_P7_D0.01_A4.txt,2700738,410,41511,12647,4658,709
syntheticL14_P7_D0.01_A4.txt,2700738,420,40545,12401,4580,444
syntheticL14_P7_D0.01_A4.txt,2700738,430,39891,12170,4505,691
syntheticL14_P7_D0.01_A4.txt,2700738,440,38889,11951,4434,466
syntheticL14_P7_D0.01_A4.txt,2700738,450,38177,11734,4365,460
syntheticL14_P7_D0.01_A4.txt,2700738,460,37454,11533,4300,614
syntheticL14_P7_D0.01_A4.txt,2700738,470,36693,11339,4238,527
syntheticL14_P7_D0.01_A4.txt,2700738,480,36019,11151,4178,691
syntheticL14_P7_D0.01_A4.txt,2700738,490,35311,10965,4120,611
syntheticL14_P7_D0.01_A4.txt,2700738,500,34569,10790,4065,565
syntheticL14_P7_D0.01_A4.txt,2700738,510,33950,10621,4012,689
syntheticL14_P7_D0.01_A4.txt,2700738,520,33319,10458,3961,529
syntheticL14_P7_D0.01_A4.txt,2700738,530,32836,10317,3912,588
syntheticL14_P7_D0.01_A4.txt,2700738,540,32226,10166,3865,688
syntheticL14_P7_D0.01_A4.txt,2700738,550,31757,10021,3820,810
syntheticL14_P7_D0.01_A4.txt,2700738,560,31091,9877,3776,618
syntheticL14_P7_D0.01_A4.txt,2700738,570,30744,9755,3734,647
syntheticL14_P7_D0.01_A4.txt,2700738,580,30215,9622,3693,645
syntheticL14_P7_D0.01_A4.txt,2700738,590,29757,9506,3653,583
syntheticL14_P7_D0.01_A4.txt,2700738,600,29374,9384,3615,680
syntheticL14_P7_D0.01_A4.txt,2700738,610,28804,9255,3578,798
syntheticL14_P7_D0.01_A4.txt,2700738,620,28417,9156,3543,777
syntheticL14_P7_D0.01_A4.txt,2700738,630,28041,9041,3508,687
syntheticL14_P7_D0.01_A4.txt,2700738,640,27610,8943,3474,771
syntheticL14_P7_D0.01_A4.txt,2700738,650,27187,8828,3435,446
syntheticL14_P7_D0.01_A4.txt,2700738,660,26873,8712,3395,599
syntheticL14_P7_D0.01_A4.txt,2700738,670,26431,8599,3342,802
syntheticL14_P7_D0.01_A4.txt,2700738,680,26055,8469,3288,615
syntheticL14_P7_D0.01_A4.txt,2700738,690,25856,8341,3232,780
syntheticL14_P7_D0.01_A4.txt,2700738,700,25454,8217,3176,636
syntheticL14_P7_D0.01_A4.txt,2700738,710,25213,8093,3120,431
syntheticL14_P7_D0.01_A4.txt,2700738,720,24711,7969,3068,583
syntheticL14_P7_D0.01_A4.txt,2700738,730,24528,7869,3016,433
syntheticL14_P7_D0.01_A4.txt,2700738,740,24220,7751,2966,615
syntheticL14_P7_D0.01_A4.txt,2700738,750,23638,7415,2918,595
syntheticL14_P7_D0.01_A4.txt,2700738,760,23306,7311,2870,618
syntheticL14_P7_D0.01_A4.txt,2700738,770,23041,7221,2824,645
syntheticL14_P7_D0.01_A4.txt,2700738,780,22764,7121,2780,609
syntheticL14_P7_D0.01_A4.txt,2700738,790,22600,7025,2736,665
syntheticL14_P7_D0.01_A4.txt,2700738,800,22300,6921,2692,734
syntheticL14_P7_D0.01_A4.txt,2700738,810,22076,6845,2652,555
syntheticL14_P7_D0.01_A4.txt,2700738,820,21757,6751,2610,683
syntheticL14_P7_D0.01_A4.txt,2700738,830,21520,6671,2570,696
syntheticL14_P7_D0.01_A4.txt,2700738,840,21285,6581,2532,729
syntheticL14_P7_D0.01_A4.txt,2700738,850,21102,6495,2494,499
syntheticL14_P7_D0.01_A4.txt,2700738,860,20938,6423,2458,630
syntheticL14_P7_D0.01_A4.txt,2700738,870,20611,6339,2422,451
syntheticL14_P7_D0.01_A4.txt,2700738,880,20447,6271,2386,630
syntheticL14_P7_D0.01_A4.txt,2700738,890,20251,6193,2352,457
syntheticL14_P7_D0.01_A4.txt,2700738,900,20071,6123,2318,591
syntheticL14_P7_D0.01_A4.txt,2700738,910,19812,6045,2284,496
syntheticL14_P7_D0.01_A4.txt,2700738,920,19661,5985,2252,410
syntheticL14_P7_D0.01_A4.txt,2700738,930,19430,5911,2222,439
syntheticL14_P7_D0.01_A4.txt,2700738,940,19230,5847,2190,584
syntheticL14_P7_D0.01_A4.txt,2700738,950,19091,5777,2160,572
syntheticL14_P7_D0.01_A4.txt,2700738,960,18915,5719,2130,620
syntheticL14_P7_D0.01_A4.txt,2700738,970,18760,5651,2102,470
syntheticL14_P7_D0.01_A4.txt,2700738,980,18569,5589,2072,581
syntheticL14_P7_D0.01_A4.txt,2700738,990,18400,5523,2046,452
syntheticL14_P7_D0.01_A4.txt,2700738,1000,18245,5471,2018,531
syntheticL14_P7_D0.01_A4.txt,2700738,1100,16726,4937,1772,630
syntheticL14_P7_D0.01_A4.txt,2700738,1200,15489,4497,1568,497
syntheticL14_P7_D0.01_A4.txt,2700738,1300,14445,4117,1396,493
syntheticL14_P7_D0.01_A4.txt,2700738,1400,13513,3882,1305,457
syntheticL14_P7_D0.01_A4.txt,2700738,1500,12691,3690,1241,481
syntheticL14_P7_D0.01_A4.txt,2700738,1600,11938,3517,1184,484
syntheticL14_P7_D0.01_A4.txt,2700738,1700,11195,3264,1135,483
syntheticL14_P7_D0.01_A4.txt,2700738,1800,10647,3136,1091,479
syntheticL14_P7_D0.01_A4.txt,2700738,1900,10129,3028,1051,611
syntheticL14_P7_D0.01_A4.txt,2700738,2000,9658,2917,1016,612
syntheticL14_P7_D0.01_A4.txt,2700738,2100,9274,2833,984,580
syntheticL14_P7_D0.01_A4.txt,2700738,2200,8860,2739,954,608
syntheticL14_P7_D0.01_A4.txt,2700738,2300,8550,2669,928,611
syntheticL14_P7_D0.01_A4.txt,2700738,2400,8225,2604,903,605
syntheticL14_P7_D0.01_A4.txt,2700738,2500,7941,2530,881,478
syntheticL14_P7_D0.01_A4.txt,2700738,2600,7678,2477,860,458
syntheticL14_P7_D0.01_A4.txt,2700738,2700,7421,2399,830,528
syntheticL14_P7_D0.01_A4.txt,2700738,2800,7191,2331,794,579
syntheticL14_P7_D0.01_A4.txt,2700738,2900,6950,2253,760,495
syntheticL14_P7_D0.01_A4.txt,2700738,3000,6771,2199,730,467
syntheticL14_P7_D0.01_A4.txt,2700738,3100,6566,2129,700,585
syntheticL14_P7_D0.01_A4.txt,2700738,3200,6384,2073,672,554
syntheticL14_P7_D0.01_A4.txt,2700738,3300,6232,2029,648,442
syntheticL14_P7_D0.01_A4.txt,2700738,3400,6016,1921,624,422
syntheticL14_P7_D0.01_A4.txt,2700738,3500,5854,1877,600,552
